Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
3dacac3d-fccd-3f3b-a366-660399bb6280,603f88d8-4c4f-310e-9e87-10ca456ee786,Leslie90 Crona259,F,GENERAL PRACTICE,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,31.13617,-81.466915,2160
b8dca52f-7d5c-34ee-882e-f7fb050f0146,96b94ec0-5efa-3947-a0f1-e75dc48d4a25,Dinah304 Schaefer657,F,GENERAL PRACTICE,4 MEDICAL DRIVE,ELBERTON,GA,30635,34.106786,-82.87263399999998,297
194844f0-fefa-3b6a-8183-663db230dd61,ac779617-f1ce-3e70-a1fe-bb2ecf521242,Gregorio366 Ochoa950,M,GENERAL PRACTICE,367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,34.453396000000005,-83.133218,972
d6aadfc4-bef5-34fc-b83b-46e661b4ebfb,9e9add85-abda-3b47-be83-2c8662d18054,Edmundo94 Leffler128,M,GENERAL PRACTICE,1350 WALTON WAY,AUGUSTA,GA,30901,33.365531,-82.073422,239
10de5fcf-9634-3a63-a2f6-e643c15a97d4,5e2da040-7980-30bb-9fa7-8bb99d47d11f,Russel238 Walker122,M,GENERAL PRACTICE,743 SPRING STREET,GAINESVILLE,GA,30501,34.289658,-83.829893,1858
e50b35bc-9b86-3ff9-8be8-b1855108e455,b32d9f95-8a9a-33ea-b782-257d68fc664e,Marvin195 Glover433,M,GENERAL PRACTICE,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,34.162947,-84.800415,1256
c293eb4c-8e25-36c1-a940-4294381e4704,f0bbfbe3-b966-3667-ad35-b20a611d58a4,Louetta798 Thompson596,F,GENERAL PRACTICE,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,33.241252,-84.276676,511
46f44a39-14c4-385c-bba0-731c9d638bb3,26a973d9-0ef8-3036-822a-e8cfd2e3d94c,Marco Antonio298 Jurado563,M,GENERAL PRACTICE,163 HOSPITAL DRIVE,TOCCOA,GA,30577,34.580656,-83.32621999999998,86
6b06adb6-dbd9-32fd-893c-9a531a7e9472,90e5791e-e674-384b-ae94-54543b19fc43,Ingrid581 Jacobson885,F,GENERAL PRACTICE,1120 15TH STREET,AUGUSTA,GA,30912,33.444691,-82.021331,5907
1ef319d6-0ca1-31d3-943e-dbe69757151b,312685ee-eb88-3a82-8f0b-82da9039fbdd,Robbie31 Friesen796,F,GENERAL PRACTICE,677 CHURCH STREET,MARIETTA,GA,30060,33.953561,-84.542463,3560
ee45f9b7-1b7e-3496-8e8b-5dfc408bf8bf,f41dbc39-d83e-38db-a709-afa143a0c264,Willena258 Oberbrunner298,F,GENERAL PRACTICE,4700 WATERS AVENUE,SAVANNAH,GA,31403,32.002512,-81.15355699999998,2711
fbf69fd6-2c7e-332c-834c-fd133cb97d83,03024c25-03db-3a9a-bff1-b57677c8657c,Benedict104 Ziemann98,M,GENERAL PRACTICE,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,30.788043,-83.96762,743
f61d87eb-25af-3575-9dd7-07b42915c4ee,75614816-b25b-3bd7-abd6-a2792684e9c6,Douglass930 Windler79,M,GENERAL PRACTICE,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,33.365531,-82.073422,381
391c899b-f2c5-3d02-89c3-8a5d3d360fef,14292ffa-0f37-3ae5-a15e-9000792991fb,Damaris45 Borer986,F,GENERAL PRACTICE,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,34.214494,-83.475597,784
80e01151-2205-313c-a5d6-f5f815f2a1a7,229d9cd2-11c6-3172-8a5d-cae3a62c9829,Jaclyn627 Kuhic920,F,GENERAL PRACTICE,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,34.563531,-83.542311,650
45d002f8-cc21-3215-994a-fb74463f214a,9c31c96b-3b55-3c7f-a02f-13cfa5991e6c,Antwan357 Harris789,M,GENERAL PRACTICE,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,30141,33.893091,-84.7568,571
279e0152-c50b-3155-b41b-82cd9bcecec5,4736459a-8d01-38d0-9bed-1b98c7230651,Teodora360 Kihn564,F,GENERAL PRACTICE,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,32.002512,-81.15355699999998,1782
87b593ea-f165-3417-80a1-206d62d9eaaf,8f0dfc1c-d067-3dc1-952a-d560420469c1,Harris789 Blanda868,M,GENERAL PRACTICE,126 HIGHWAY 280 W,AMERICUS,GA,31719,32.074104,-84.223597,1613
8da63243-5dbf-3966-893b-d67f80074e32,6ba0d044-ee66-3adb-acbf-76944c6f3ae6,Margery365 Paucek755,F,GENERAL PRACTICE,316 NORTH BROAD STREET,WINDER,GA,30680,33.993074,-83.72112299999998,305
e2f0ccc8-8dce-313f-963f-fa02f5939171,65a73b96-4cda-3f94-b90a-c13f1b9470dc,Deon400 Schulist381,M,GENERAL PRACTICE,2151 WEST SPRING STREET,MONROE,GA,30655,33.797477,-83.71874100000002,721
e08aa12f-554f-3a6f-b559-262c1c6a44c0,ec36711e-8247-3bc2-b3f9-741001206937,Reynaldo722 Ebert178,M,GENERAL PRACTICE,707 OLD DALTON ELLIJAY ROAD  PO BOX 1406,CHATSWORTH,GA,30705,34.78107,-84.782287,210
b25f80b6-c200-3c46-a2d1-5a13a5fa0eea,0c496aa3-4a51-3a21-83bd-285743cef53c,Alix578 Lynch190,F,GENERAL PRACTICE,35 HOSPITAL ROAD,BLAIRSVILLE,GA,30512,34.826838,-83.956399,114
e16da61a-1fa6-3e7d-a1cb-50476bc28b01,8f430623-3495-395c-9b83-8f24c4d8dc1d,Lorenzo669 Cummings51,M,GENERAL PRACTICE,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,34.26774,-85.187533,597
c0b89f77-aa54-3d02-bc33-c2aa59a76b83,aae0372a-c2e0-381e-97e0-a4bd7fd02a6b,Marcelene872 Mayert710,F,GENERAL PRACTICE,710 CENTER ST BOX 951,COLUMBUS,GA,31901,32.510197,-84.874946,1259
921d075f-7417-3318-85f9-3e18d114b5ab,7d1d0e8e-06d9-3ac2-a1a8-4582066ca47d,Olive251 Pollich983,F,GENERAL PRACTICE,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,32.597096,-83.653936,794
7fa31adc-82cc-3f2d-a368-1a8ade89c0e1,864cfb63-1654-33e5-b392-f1cf88c71b8b,Sal878 Tremblay80,M,GENERAL PRACTICE,163 E TOLLISON STREET,BAXLEY,GA,31513,31.801723,-82.32870799999998,375
517c2710-1c13-36c1-9a28-d2eb5dcc8666,626aea9c-a1c4-3615-84ba-d2cb283d4ed8,Jocelyn538 Green467,F,GENERAL PRACTICE,200 PERRY HOUSE ROAD  BOX 1447,FITZGERALD,GA,31750,31.714253000000006,-83.25223199999998,681
50cae6a0-2e43-3ec4-aec2-d7b76871822f,81b24bbe-ee72-35fe-8b37-06bc3c3de634,Daren950 Nienow652,M,GENERAL PRACTICE,1199 PRINCE AVENUE,ATHENS,GA,30606,33.949597,-83.370088,1577
43394d1d-3152-3afc-a85a-452dfc770a3a,eada180d-a582-36e3-b382-2b593806890f,Van763 Franecki195,F,GENERAL PRACTICE,1499 FAIR ROAD,STATESBORO,GA,30458,32.441243,-81.77451500000002,784
e913f90e-9bf1-39a4-a98a-8b7742e4ba53,805cc2ec-e379-3802-b570-c763cba766ca,Leonie332 Hirthe744,F,GENERAL PRACTICE,2701 N DECATUR ROAD,DECATUR,GA,30033,33.771455,-84.297857,6468
04d14ade-f118-33d2-927c-7ce55461d6c8,10420d87-d55e-3864-bc6c-2808fd9a8ceb,Marcos263 Arroyo916,M,GENERAL PRACTICE,550 PEACHTREE STREET   NE,ATLANTA,GA,30308,33.762909,-84.422675,865
29dac649-aacf-3c3f-ba0c-be685335855e,7793c191-22ba-3658-a737-e04f8d74a1a6,Elinore878 Mosciski958,F,GENERAL PRACTICE,80 JESSE HILL  JR DRIVE SE,ATLANTA,GA,30303,33.762909,-84.422675,978
c1607cc8-bd61-3f81-85b1-86128e870302,9436b61d-2089-3b77-ac96-2fba8199434f,Hal307 Renner328,M,GENERAL PRACTICE,5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,33.862891,-84.333187,6103
cf14fc3d-e6ce-3e07-a5d2-90d21f2bfbac,35df134b-f1b9-30c1-89ac-0def7bf95ad7,Arnette709 Conroy74,F,GENERAL PRACTICE,1968 PEACHTREE RD NW,ATLANTA,GA,30309,33.762909,-84.422675,986
1f62e344-788a-33ca-8910-5e0e42a66930,0514ed68-36d5-329f-867c-7c1977d7d32b,Winnie378 Witting912,F,GENERAL PRACTICE,610 SPARTA ROAD,SANDERSVILLE,GA,31082,33.004085,-82.807838,247
ec8f9116-b663-3b3e-b342-06cf0af4f135,e7ed66d6-350b-34b0-acf1-d49e32b030ff,Loris321 Bradtke547,F,GENERAL PRACTICE,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,33.952879,-83.992234,1256
7394c49d-5013-376c-aa10-9c2f1e340b52,e222f8a7-1b0f-3e7e-9b6c-fd531c41db8d,Regena252 Kunde533,F,GENERAL PRACTICE,1101 OCILLA ROAD,DOUGLAS,GA,31533,33.738328,-84.707237,545
f25d362c-2f29-332c-9e9b-0c8d3e239194,7f59a94f-452d-37ad-acd3-f3e56ecb9fb8,Iluminada398 Mueller846,F,GENERAL PRACTICE,1412 MILSTEAD AVENUE  NE,CONYERS,GA,30012,33.656626,-83.982361,311
e9452e73-a558-32c8-8703-860523630b4b,6d82e044-3cfd-36b3-9418-fff3a8e06264,Demetrice140 Crooks415,F,GENERAL PRACTICE,901 GRIFFIN AVE,EASTMAN,GA,31023,32.194858,-83.175692,234
27b9f0c9-7e59-3ec5-a10e-ae7c0b68547f,69cffc04-50a4-3e59-b14a-3eee9e0997ae,Houston994 Schiller186,M,GENERAL PRACTICE,901 E 18TH STREET,TIFTON,GA,31793,31.463803,-83.516563,278
65e6bcb9-a82a-3f12-8dff-4b57ab4c4b6a,43539044-68ce-3b2f-8a38-991322cc2ea6,Sandy901 Turner526,M,GENERAL PRACTICE,1067 PEACHTREE ST,LOUISVILLE,GA,30434,33.024327,-82.420307,240
4d63a65d-52fa-3bb2-980e-607eab585118,b378d0dc-9806-3ce8-98a0-2501e73aa9f1,Donnell534 Lehner980,M,GENERAL PRACTICE,706 N PARRISH AVE,ADEL,GA,31620,31.131571,-83.425405,215
8c5ab8cf-a1d4-3c58-88bc-3c9c9e28477a,c8936935-8e63-3a32-9c2a-eec00cf2ceb1,Rodrick370 Corkery305,M,GENERAL PRACTICE,902 7TH STREET NORTH,CORDELE,GA,31015,31.956090000000003,-83.770077,481
3d8b766b-65fb-3d1d-8a91-3b4f4e40bfbe,f8526b2b-1311-3dc4-b835-14c9e1d5f5d1,Ginger664 Goodwin327,F,GENERAL PRACTICE,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,31.17943,-83.790786,298
97f7f119-7c3e-3bf5-a9f7-6c63ad1eb6ed,556cdb63-d956-38b5-8b23-6f51cae724e0,Eboni653 Torp761,F,GENERAL PRACTICE,777 HEMLOCK STREET,MACON,GA,31201,32.830953,-83.64891800000002,958
62629bbb-33ff-3203-8851-67bb9fadc4a6,88390773-ec16-315a-8906-6b72651cac01,Irwin931 Ankunding277,M,GENERAL PRACTICE,117 KITE ROAD,SWAINSBORO,GA,30401,32.583105,-82.348834,74
fa1dd550-66fd-3171-83e1-93bf5af19b72,e9504ed0-8607-3e5d-a7b6-7952c03c86fe,Adrian111 Murazik203,M,GENERAL PRACTICE,2460 WASHINGTON ROAD,THOMSON,GA,30824,33.512953,-82.51485500000003,224
bebcc0ae-96f9-3700-8c5a-e5b373fc4dda,40750c2d-a68f-30e2-9cd6-ccb9908c10cd,Loma263 Funk324,F,GENERAL PRACTICE,351 SOUTH LIBERTY STREET,WAYNESBORO,GA,30830,33.091279,-82.01429,202
6fc096e8-1aa4-321c-9833-83f14b63d534,2d493e40-879c-34bd-847d-9d6c02c44cb3,Roscoe437 Hilll811,M,GENERAL PRACTICE,303 PARKWAY DRIVE  NE,ATLANTA,GA,30312,33.762909,-84.422675,1019
6d5ba107-273a-3a83-9768-d176728004d6,eb0fb9b6-0ac8-3512-b78b-01aebac2f5c3,Derrick232 Wintheiser220,M,GENERAL PRACTICE,2501 NORTH PATTERSON STREET  PO BOX 1727,VALDOSTA,GA,31603,30.850126,-83.27883299999998,1309
cc837474-3101-3e9c-aa39-658aadbc8752,520be474-ba6f-3a3a-9e31-bf63bdd4e001,Aron520 Botsford977,M,GENERAL PRACTICE,865 SOUTH FIRST STREET,JESUP,GA,31545,31.60002,-81.88878299999998,50
1f6a2c21-07da-30ea-9b37-ab28673709db,c9fa5890-5506-3d7e-9e58-6b3b7524bdbd,Arlette667 Quitzon246,F,GENERAL PRACTICE,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,32.578177000000004,-82.978492,1040
7b9729cd-5eee-3d3a-aeba-6627f1fe0b47,a691e3d9-99e0-317a-a01b-de537bf0a729,Melania287 Smitham825,F,GENERAL PRACTICE,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,32.213901,-82.40302,239
3d94dc6c-9817-39dd-af62-b9510577016f,0baa8088-9e67-3bcc-bcd2-6f587ed5cf81,Lorette239 King743,F,GENERAL PRACTICE,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,32.458044,-84.963563,3630
8f2c29f3-cb05-3383-91f8-ba00237ba04d,1c8273be-a210-3255-8b26-e499ae3defaf,Iona921 Block661,F,GENERAL PRACTICE,710 N IRWIN AVENUE,OCILLA,GA,31774,31.598633000000003,-83.249809,12
4aeba6bd-a52b-3a66-b1b6-ef4c1f3c7474,ebd257f3-30cf-3c2a-9c62-72f59f196545,Ilana185 Dicki44,F,GENERAL PRACTICE,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,30.904933000000003,-84.573047,217
957a8920-7768-3e96-843a-d9bf554e79b1,3304bcdb-abb0-3cd4-82d3-2d530c14cae7,Daren950 Schumm995,M,GENERAL PRACTICE,222 PERRY HWY,HAWKINSVILLE,GA,31036,32.299649,-83.478964,545
0401208d-6af7-335b-a850-2c8ac33919a4,52bece50-60d5-3096-9bdf-b75508a5bf06,Molly175 Macejkovic424,F,GENERAL PRACTICE,3950 AUSTELL RD,AUSTELL,GA,30106,33.820281,-84.644267,2393
cd00ba0b-13e1-36a8-80d7-5319a30e51d2,e791d04d-9c17-35b2-8139-54fe0b10dbf3,Magdalene960 D'Amore443,F,GENERAL PRACTICE,2000 DAN PROCTOR DRIVE,SAINT MARYS,GA,31558,31.408886,-82.113349,112
db6176e1-e2ea-349a-a0d1-0dd9ae999f3e,9f4825f1-9808-31d8-af7f-380f87e441cd,Dean966 Gusikowski974,F,GENERAL PRACTICE,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,33.115387,-83.308885,693
f1a29c27-280d-309f-9e73-0c99940b1284,e1d2ab7f-2019-3d11-8aba-ff416ca8cb27,Janice500 Volkman526,F,GENERAL PRACTICE,1120 MORNINGSIDE DR,PERRY,GA,31069,32.472008,-83.72624499999998,381
9e040f55-4121-34b6-8794-5099960a4afc,e493969a-b058-3623-91af-f3f1e7ed2509,Tera136 Tromp100,F,GENERAL PRACTICE,1000 JOHNSON FERRY ROAD  NE,ATLANTA,GA,30342,33.762909,-84.422675,931
618ad189-bd76-3be3-8234-55997ed9e14c,6be03dc5-93f8-3b83-a816-72d9a67d38dc,Wes853 Anderson154,M,GENERAL PRACTICE,350 HOSPITAL DRIVE,MACON,GA,31217,32.830953,-83.64891800000002,697
367db0e0-5830-3069-8031-0407e60a53cc,63470007-6f88-342b-b314-28a0b1e4b3e2,Corey514 Nitzsche158,M,GENERAL PRACTICE,11 UPPER RIVERDALE ROAD  SW,RIVERDALE,GA,30274,33.552242,-84.412973,3617
b5562505-fdeb-36e6-848c-a0fb481150b7,9a80f5fc-f810-3972-8362-f2db52259f45,Cristobal567 Fritsch593,M,GENERAL PRACTICE,501 REDMOND ROAD,ROME,GA,30165,34.26774,-85.187533,859
fda944ba-4e10-32bf-9a7f-cd07cd41de96,b75400a3-608a-3b6a-a956-985bf086031b,Ahmed109 Hoeger474,M,GENERAL PRACTICE,3651 WHEELER ROAD,AUGUSTA,GA,30909,33.365531,-82.073422,96
e3465107-43b2-35a1-a87d-8a1f4c5a4284,9dbe393b-2308-321e-ac5a-fcb704b3dd71,Kim439 Zieme486,M,GENERAL PRACTICE,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,33.738328,-84.707237,568
281c337c-37c4-34ce-8d2e-3cc6476d5c7e,78120dfa-9ff5-3f84-8195-bb5855b045cf,Alexa171 Casper496,F,GENERAL PRACTICE,227 MOUNTAIN DRIVE,DAHLONEGA,GA,30533,34.550867,-84.076961,307
c7519a9c-e431-311f-ab63-b89596723220,1b04967d-2de0-393d-a9b4-5433241ff423,Federico589 Hickle134,M,GENERAL PRACTICE,509 SUMTER STREET  BOX 770,MONTEZUMA,GA,31063,32.297498,-84.019733,13
859ead59-75d2-3baa-9057-dd5df3b6b0d3,a755cade-1deb-3320-9cdc-173b2bb14db8,Jeff859 Kreiger457,M,GENERAL PRACTICE,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,33.571786,-84.225981,1133
38c1a6db-2b07-3bcb-8dff-bafae57205d4,c67ffc1d-7e89-357b-b119-036b35b71dda,Claud279 Braun514,M,GENERAL PRACTICE,1700 MEDICAL WAY,SNELLVILLE,GA,30078,33.857634000000004,-84.004816,657
b8d87ad0-49b7-3264-b825-c4ba9df47a9b,952bba66-3ca4-34ba-8849-f11f2d129396,Josephine273 Raynor401,F,GENERAL PRACTICE,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,30.896739,-84.80463,425
0b66ce04-83f7-3bbb-b2ee-49e294c18b39,5c6aeb39-b856-3c66-8820-fea3f8af1a30,Gabriel934 Campos61,M,GENERAL PRACTICE,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,34.039453,-84.350946,3728
e5397e8f-e1ce-37bd-a162-1092cbbb7a24,e616734a-71a3-3431-af77-a02d8c7582ac,Normand813 Schultz619,M,GENERAL PRACTICE,100 FRIST COURT,COLUMBUS,GA,31909,32.510197,-84.874946,1082
16a2b3ab-be3d-3b6f-8edb-af79f3506db7,ee157845-995c-30d0-a950-cc4e83b62e59,Melita22 Welch179,F,GENERAL PRACTICE,400 CHARTER BOULEVARD,MACON,GA,31210,32.830953,-83.64891800000002,1043
cf65d292-1531-351d-b2af-612e84753196,1938b62c-398f-342c-9b56-0588112bb683,Shin962 Lynch190,F,GENERAL PRACTICE,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,31.17943,-83.790786,314
43448974-3a36-3029-b482-f1fce015049c,95227244-1e5e-365b-80a3-b46fa62f2e0e,Eldora89 Denesik803,F,GENERAL PRACTICE,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,33.449599,-84.457806,1356
ed759681-b517-3277-b1ed-92b5be023dc7,0bfa98a2-1ead-3640-a955-af82f74d3545,Tom274 Gulgowski816,M,GENERAL PRACTICE,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,34.466199,-84.435863,233
59bb7865-95cb-382e-923d-074a2d432c24,c7e612b5-b75b-3050-a736-e2b4f8e81b92,Cleora578 Ward668,F,GENERAL PRACTICE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,33.712938,-84.105877,918
efe6bd4f-cc7e-3744-b969-aa080d4d8b1e,e68af5a4-1c94-3502-9475-682d1c1de252,Spencer878 Lind531,M,GENERAL PRACTICE,745 POPLAR ROAD,NEWNAN,GA,30265,33.379147,-84.771315,725
984fe563-cee1-35d1-a648-12ce1530cd4b,973756c7-0cf5-34c4-9a58-34b8be78d45d,Morgan564 Orn563,M,GENERAL PRACTICE,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,34.032739,-84.203848,5983
eef088fe-82ae-332b-bb6e-622f165325c4,d418d2f2-df54-33c0-b0a8-caad2069b72d,Esteban536 Cornejo190,M,GENERAL PRACTICE,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,33.379147,-84.771315,576
a9c69c25-d565-3c79-9727-df304e513c88,01e90155-cbcc-37fe-a832-1e326388ff81,Augustus49 Jast432,M,GENERAL PRACTICE,1221 E MCPHERSON AVENUE,NASHVILLE,GA,31639,31.2045,-83.248499,697
ea2de54e-9d52-3923-afa1-8abc7deeb5f6,c4b7d98e-713e-3318-aaa6-1c12067c4631,Basil991 Bahringer146,M,GENERAL PRACTICE,100 GROSS CRESCENT CIRCLE,FORT OGLETHORP,GA,30742,34.931837,-85.246031,1420
486444c0-04f7-3562-9aea-bb277ac3d127,0ab3ce89-fc14-3e54-bd30-93643fc56f7f,Bernie827 O'Hara248,F,GENERAL PRACTICE,361 RANDOLPH STREET,CUTHBERT,GA,39840,31.770686,-84.793575,1232
75d05748-d295-3bca-aa2e-ff6c07c8311d,31e11411-9ba8-3aeb-8761-a38386021e34,Danae973 Runolfsdottir785,F,GENERAL PRACTICE,145 EAST PEACOCK STREET,COCHRAN,GA,31014,32.387446000000004,-83.352288,210
d0da6347-6333-39bf-b816-091eb0a4dee9,8a5f3c1f-9280-36e8-9453-60e8e5b61b41,Amado512 Halvorson124,M,GENERAL PRACTICE,898 COLLEGE STREET,MONTICELLO,GA,31064,33.32311,-83.715662,91
67d94bec-1d48-3597-a387-5c14af8a9c6a,1c141e4e-295d-31e7-a008-ef66a9ccafd6,Lawrence741 Ratke343,M,GENERAL PRACTICE,1077 SOUTH MAIN STREET,MADISON,GA,30650,33.597977,-83.474214,16
17ce951b-8438-3540-9f3e-5fb127aa74d7,32db6e77-a273-3cf5-a0c0-e19f12d2bfba,Margarita164 Pérez790,F,GENERAL PRACTICE,209 N CUTHBERT STREET,COLQUITT,GA,39837,31.193622,-84.71884,34
8b122eb3-f1d5-3a4c-aadf-f47a573a73be,5d3ed522-e77d-36dd-9978-ab45f6c958e8,Cedrick207 Osinski784,M,GENERAL PRACTICE,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,32.364138,-81.307867,1544
cd15378d-205c-3004-a814-607b5c201d24,7bfa3f8f-ba7f-3206-a956-1c7d4f5c369b,Walton167 Schmidt332,M,GENERAL PRACTICE,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,31.038228000000004,-82.742089,242
8cd114b5-12fe-3ed0-b2e2-093dcac05479,e27d883a-97c8-3f33-8483-2d6de6fc6b29,Christena299 Dietrich576,F,GENERAL PRACTICE,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,32.648102,-83.748494,830
bb5e5a59-1c27-33b9-ac38-c84e9b33902c,dc56d669-96b6-3e7e-9a71-fca83c0b06fd,Corey514 Bauch723,M,GENERAL PRACTICE,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,32.849649,-81.935376,32
8feb0f2b-9d6b-300e-899d-9e97ef263b3b,be8c9603-3bed-3976-ae2f-21382030c2c2,Evan94 Crist667,M,GENERAL PRACTICE,215 MIMS ROAD,SYLVANIA,GA,30467,32.744261,-81.599103,18
9b593795-91bf-387d-bd80-0ab174ab7d26,374f6aae-10fb-30e6-ad75-90847fb4d150,Hester117 Sawayn19,F,GENERAL PRACTICE,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,33.374162,-83.42415799999998,2
6d9d430d-3983-3c51-84ec-18e17234881c,672bb192-420e-31c7-a26c-162dc9f33305,Elyse324 Huels583,F,GENERAL PRACTICE,11740 COLUMBIA STREET,BLAKELY,GA,39823,31.380939,-84.927037,32
3653308a-426b-338e-b3a5-7a18694f6cf6,14f88dbe-cd2a-3042-a8f6-29fe3c016f32,Sun500 Ledner144,F,GENERAL PRACTICE,5995 SPRING STREET,WARM SPRINGS,GA,31830,32.91299,-84.750541,226
99e7c76d-c9ae-3ffb-8c05-d65aadd81c0d,048f03d0-79bd-3c4f-aa22-153004ddeefb,Avery919 VonRueden376,F,GENERAL PRACTICE,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,33.034543,-83.938062,464
